Created_at	Tweet_text	Screen_name	RT																																																																																																																																																						
Sun Feb 18 19:16:43 +0000 2018	"RT @ipfconline1: 5 #Robots You\u2019ll Use in 5 Years [Infographic]\n\n=&gt; #Chatbots - Robo-Advisors -  Flying, Surgical &amp; Commercial Robots Will E\u2026,""source"""	Aljurelegal	ipfconline1:																																																																																																																																																						
Sun Feb 18 19:16:43 +0000 2018	"RT @lianabell8: Redefining the #customerexperience\n-So, ask yourself : what is the key to a great #travelexperience ? \n\n#Tourism #branding\u2026,""source"""	lianabell8	lianabell8:																																																																																																																																																						
Sun Feb 18 19:16:52 +0000 2018	"RT @singularity_net: We are Integrating Aigents Social Intelligence Services! \nMaking it possible for any non-professional user to create,\u2026,""source"""	DNBRS117	singularity_net:																																																																																																																																																						
Sun Feb 18 19:16:52 +0000 2018	"The latest The Carlos Torres92 Journal! https:\/\/t.co\/sGo0mPRyNO Thanks to @luisete @Isabberry #ai #machinelearning,""source"""	CarlosTorres92	#VALUE!																																																																																																																																																						
Sun Feb 18 19:16:54 +0000 2018	"RT @jlmico: Where #AI fits into inbound #marketing\n#BigData #DataScience #MachineLearning #DeepLearning #ArtificialIntelligence #InternetOf\u2026,""source"""	cyainz	jlmico:																																																																																																																																																						
Sun Feb 18 19:16:56 +0000 2018	"RT @IainLJBrown: China's Race to Become an #AI Super Power - The #Market Mogul https:\/\/t.co\/NLAABI3Vvl #MachineLearning #AI #ML #Robotics #\u2026,""source"""	CarrieH3nry	IainLJBrown:																																																																																																																																																						
Sun Feb 18 19:17:01 +0000 2018	"The latest The newspaper of Rafael Leite! https:\/\/t.co\/aUraN6GRQ8 Thanks to @renanjardimrs @NearMeCo #ai #bigdata,""source"""	Phelzito	#VALUE!																																																																																																																																																						
Sun Feb 18 19:17:01 +0000 2018	"RT @TweetEraser: How to delete all (old) tweets and\/or favorites? Just use https:\/\/t.co\/UNbxpOj8Tp  #freshstart #AI #BigData #harassment #s\u2026,""source"""	Kratzflausch	TweetEraser:																																																																																																																																																						
Sun Feb 18 19:17:02 +0000 2018	"RT @CharlotdeMan: #Asia #Africa #SouthAmerica #NorthAmerica #Australia #Antarctica #Europe #Twinsoul #Senegal #Touba #Extraterrestrial #Ufo\u2026,""source"""	cyainz	CharlotdeMan:																																																																																																																																																						
Sun Feb 18 19:17:08 +0000 2018	"RT @plimantour: This is the first time #China\u2019s #AI startups surpassed those in the US in terms of funding. https:\/\/t.co\/VlBqQbeYZt https:\/\u2026,""source"""	cyainz	plimantour:																																																																																																																																																						
Sun Feb 18 19:17:09 +0000 2018	"RT @SeverineLienard: [#AI] En analysant la parole des patients, l'IA peut d\u00e9sormais diagnostiquer des pathologies psychiques avant m\u00eame leu\u2026,""source"""	julien_borderie	SeverineLienard:																																																																																																																																																						
Sun Feb 18 19:17:09 +0000 2018	"RT @ahmedjr_16: 21 Best #DataScience Courses to Become a #DataScientist \n\nhttps:\/\/t.co\/MqP4EYtLZe\n\n#AI #ArtificialIntelligence #BI  #Machin\u2026,""source"""	Jadirectivestwt	ahmedjr_16:																																																																																																																																																						
Sun Feb 18 19:17:11 +0000 2018	"RT @MikeQuindazzi: The Segway #autonomous security #robots aim to make #retail shopping safer. (#ai #robotics #drones #iot #digital) https:\u2026,""source"""	luisdans	MikeQuindazzi:																																																																																																																																																						
Sun Feb 18 19:17:13 +0000 2018	"RT @IainLJBrown: The 25% solution: how to safeguard the labour force against #AI - Financial Times https:\/\/t.co\/ohdLdXbafN #MachineLearning\u2026,""source"""	deusex_mac	IainLJBrown:																																																																																																																																																						
Sun Feb 18 19:17:16 +0000 2018	"RT @schida: Why we are in danger of overestimating AI https:\/\/t.co\/bjswGDqXnH @RichardWaters #AI #Deeplearning Great skeptic analysis from\u2026,""source"""	GaryMarcus	schida:																																																																																																																																																						
Sun Feb 18 19:17:16 +0000 2018	"RT @seskvocovicqm: 5 #AI -powered companies gaining traction 2017-2018 https:\/\/t.co\/T6an7bfwJm,""source"""	cyainz	seskvocovicqm:																																																																																																																																																						
Sun Feb 18 19:17:18 +0000 2018	"RT @CharlotdeMan: #Asia #Africa #SouthAmerica #NorthAmerica #Australia #Antarctica #Europe #Twinsoul #Senegal #Touba #Extraterrestrial #Ufo\u2026,""source"""	cyainz	CharlotdeMan:																																																																																																																																																						
Sun Feb 18 19:17:19 +0000 2018	"#Asia #Africa #SouthAmerica #NorthAmerica #Australia #Antarctica #Europe #Twinsoul #Senegal #Touba\u2026 https:\/\/t.co\/CyGCFRCAlR,""display_text_range"""	Charlot de Man	#VALUE!																																																																																																																																																						
Sun Feb 18 19:17:19 +0000 2018	"The latest Haverland News! https:\/\/t.co\/WgyokLmmul Thanks to @RiojaInnovacion @proyectocaraya @Transponder1200 #ai #inteligenciaartificial,""source"""	Haverland_ES	#VALUE!																																																																																																																																																						
Sun Feb 18 19:17:21 +0000 2018	"RT @antgrasso: Disruption In different ages! @JacBurns_Comext @jblefevre60 #IoT #AI #Blockchain #Fintech #APIs #Bigdata #DataScience #AR #V\u2026,""source"""	TizianaMontani1	antgrasso:																																																																																																																																																						
Sun Feb 18 19:17:21 +0000 2018	"RT @ARakhlin: The code for our latest paper Deep Convolutional Neural Networks for Breast Cancer Histology Image Analysis https:\/\/t.co\/1Dpt\u2026,""source"""	JLDERCLE	ARakhlin:																																																																																																																																																						
Sun Feb 18 19:17:24 +0000 2018	"RT @OpenLitterMap: 1 @Littercoin to the first 3 people who can do something - anything - with #OpenData from https:\/\/t.co\/josohZlYkB #GIS #\u2026,""source"""	divemapper	OpenLitterMap:																																																																																																																																																						
Sun Feb 18 19:17:28 +0000 2018	"Fake news is an existential crisis for social media\u00a0 via Natasha Lomas https:\/\/t.co\/sAcKiItqrV #BigData #ML #AI\u2026 https:\/\/t.co\/elIn7bl8Fn,""display_text_range"""	"Dr. Gerald Bader,PhD"	#VALUE!																																																																																																																																																						
Sun Feb 18 19:17:28 +0000 2018	"#AI is the next thing I'm looking into and all our projects launching one by one works under AI platform. Previousl\u2026 https:\/\/t.co\/yxbXiQDM1c,""source"""	debrajnh4	#VALUE!																																																																																																																																																						
Sun Feb 18 19:17:29 +0000 2018	"Artificial Intelligence Turns Poachers Into Prey - Sanvada Tech News (blog) https:\/\/t.co\/SmSJM06qef\u2026 https:\/\/t.co\/p4l12aJy5E,""source"""	IainLJBrown	#VALUE!																																																																																																																																																						
Sun Feb 18 19:17:31 +0000 2018	"RT @MikeQuindazzi: Next in #agritech? #Robotics researchers are pioneering #robots for #farming and #driverless tractors. #AI #ArtificialIn\u2026,""source"""	pdrini_guardian	MikeQuindazzi:																																																																																																																																																						
Sun Feb 18 19:17:31 +0000 2018	"RT @PatrickGunz_CH: #Apps that helps the visually impared identify what's around them\nvia @thisisinsider |\n\n#ArtificialIntelligence #AI #ML\u2026,""source"""	autoworldmag	PatrickGunz_CH:																																																																																																																																																						
Sun Feb 18 19:17:31 +0000 2018	"RT @bedfordcj: #ArtificialIntelligence deployment is high on the  agenda this year but #Insurers were just getting started in 2017, accordi\u2026,""source"""	michellechivung	bedfordcj:																																																																																																																																																						
Sun Feb 18 19:17:32 +0000 2018	"Another Simple 30 minutes #Graphics #Design by @ogbuefibenedict \n+2348108351606\n #Adobe #AI #photoshop\u2026 https:\/\/t.co\/0CUXUmxV3w,""display_text_range"""	Ogbuefi benedict	#VALUE!																																																																																																																																																						
Sun Feb 18 19:17:33 +0000 2018	"RT @ogbuefibenedict: Another Simple 30 minutes #Graphics #Design by @ogbuefibenedict \n+2348108351606\n #Adobe #AI #photoshop #DesignThinking\u2026,""source"""	100DaysOfXBot	ogbuefibenedict:																																																																																																																																																						
Sun Feb 18 19:17:35 +0000 2018	"RT @jblefevre60: Gartner Top 10 Strategic Technology Trends 2018\n#AI #IoT #fintech #blockchain\n\n@evankirstel @ipfconline1 @JimMarous @Spiro\u2026,""source"""	investment_easy	jblefevre60:																																																																																																																																																						
Sun Feb 18 19:17:36 +0000 2018	"RT @ipfconline1: StarGAN: Unified Generative Adversarial Networks for Multi-Domain Image-to-Image Translation\n\n\ud83d\udc49StarGAN can perform image-t\u2026,""source"""	blue08613	ipfconline1:																																																																																																																																																						
Sun Feb 18 19:17:37 +0000 2018	"RT @MikeQuindazzi: Next in #agritech? #Robotics researchers are pioneering #robots for #farming and #driverless tractors. #AI #ArtificialIn\u2026,""source"""	eiwinger	MikeQuindazzi:																																																																																																																																																						
Sun Feb 18 19:17:40 +0000 2018	"RT @manjushriNL: Artificial #intelligence, #karma and our #robot future: https:\/\/t.co\/HeGm1GWymE\n\n#AI #Buddhism #Spirituality #Meditation #\u2026,""source"""	roby_italy_51	manjushriNL:																																																																																																																																																						
Sun Feb 18 19:17:40 +0000 2018	"RT @manjushriNL: Artificial #intelligence, #karma and our #robot future: https:\/\/t.co\/HeGm1GWymE\n\n#AI #Buddhism #Spirituality #Meditation #\u2026,""source"""	Tweets4Yoga	manjushriNL:																																																																																																																																																						
Sun Feb 18 19:17:48 +0000 2018	"RT @ipfconline1: #AI Should Be Welcomed, Not Feared\n\nhttps:\/\/t.co\/9eOUoxeucn    v\/ @TheEconomist\n\nCc @drfeifei @DeepLearn007 @iMariaJohnsen\u2026,""source"""	MichaGUERIN	ipfconline1:																																																																																																																																																						
Sun Feb 18 19:17:52 +0000 2018	"#Asia #Africa #SouthAmerica #NorthAmerica #Australia #Antarctica #Europe #Twinsoul #Senegal #Touba\u2026 https:\/\/t.co\/gIK4wjL5fP,""display_text_range"""	Charlot de Man	#VALUE!																																																																																																																																																						
Sun Feb 18 19:17:55 +0000 2018	"RT @Ronald_vanLoon: Create #3D Masterpieces in #VR using Blocks\nvia @jblefevre60 |\n\n#VirtualReality #AI #ArtificialIntelligence #IoT #Inter\u2026,""source"""	TrutherbotAnyo2	Ronald_vanLoon:																																																																																																																																																						
Sun Feb 18 19:17:59 +0000 2018	"RT @Socialfave_Bra: The 5 key pillars to succeed on #Twitter and on #SocialMedia in general.\nhttps:\/\/t.co\/ahye46lXh1 Cc @Socialfave\n#Infogr\u2026,""source"""	MiC_Nuggetzzz	Socialfave_Bra:																																																																																																																																																						
Sun Feb 18 19:18:03 +0000 2018	"RT @rateico: Will Blockchain Destroy the #banking system? \u2b50\ufe0f #blockchain #ico #business #fintech #bitcoin #investing #token #bank #financia\u2026,""source"""	BelloTimur	rateico:																																																																																																																																																						
Sun Feb 18 19:18:06 +0000 2018	"#future is live streamed this feb 21-22 from @ReaganITCDC #FTSummit on #AI #BigData #MachineLearning #robotics\u2026 https:\/\/t.co\/f9S9t8yLIQ,""source"""	FTSummitG	#VALUE!																																																																																																																																																						
Sun Feb 18 19:18:06 +0000 2018	"#Asia #Africa #SouthAmerica #NorthAmerica #Australia #Antarctica #Europe #Twinsoul #Senegal #Touba\u2026 https:\/\/t.co\/Dd1jKdxnju,""display_text_range"""	Charlot de Man	#VALUE!																																																																																																																																																						
Sun Feb 18 19:18:08 +0000 2018	"\u30a6\u30a9\u30a2\u30a4\u30cb\u30fc(\u4e2d\u56fd)#ai,""source"""	aitwibot	#VALUE!																																																																																																																																																						
Sun Feb 18 19:18:09 +0000 2018	"RT @IainLJBrown: The Best Healthcare #AI Stock on the #Market Right Now https:\/\/t.co\/jRUFT576Ml https:\/\/t.co\/CignmuIo5W #MachineLearning #A\u2026,""source"""	michavinogrado1	IainLJBrown:																																																																																																																																																						
Sun Feb 18 19:18:11 +0000 2018	"How drones, data and AI are changing the property sector https:\/\/t.co\/2gb6HBXSMc #ai,""source"""	DroneNewsAgency	#VALUE!																																																																																																																																																						
Sun Feb 18 19:18:11 +0000 2018	"RT @EricTopol: The first doctors to be hit by #AI are radiologists. @RogueRad and I have suggestions for adaptation beyond \pixel biopsies\""\u2026"",""source"""	visaharan	EricTopol:																																																																																																																																																						
Sun Feb 18 19:18:13 +0000 2018	"RT @terrinakamura: RT @Mondomoog: One of these two speakers is a robot, and one is a human. Can you tell which is which? https:\/\/t.co\/gxPpO\u2026,""source"""	Kratzflausch	terrinakamura:																																																																																																																																																						
Sun Feb 18 19:18:14 +0000 2018	"RT @Ronald_vanLoon: The Five Stages Of Tech Disruption\nby @johnstraw @DisruptionHub |\n\nhttps:\/\/t.co\/UJGxw6MD9k\n\n#IoT #InternetofThings #AI\u2026,""source"""	david_w_mayer	Ronald_vanLoon:																																																																																																																																																						
Sun Feb 18 19:18:14 +0000 2018	"RT @VSL_UK: The Segway #autonomous security #robots https:\/\/t.co\/6njsxghv8r,""source"""	kingofpayments	VSL_UK:																																																																																																																																																						
Sun Feb 18 19:18:14 +0000 2018	"What are 5 ways #AI can help save the planet? Check out insights from @CHerweijer and PwC's new report in\u2026 https:\/\/t.co\/2HNvCpTHid,""source"""	BethOlson2	#VALUE!																																																																																																																																																						
Sun Feb 18 19:18:15 +0000 2018	"@VSL_UK: The Segway #autonomous security #robots https:\/\/t.co\/D7r6ZhDOYV https:\/\/t.co\/lpG6l7WtY6,""source"""	dj_shaily	#VALUE!																																																																																																																																																						
Sun Feb 18 19:18:17 +0000 2018	"RT @dxlabdesign: Google\u2019s self-training AI turns coders into machine-learning masters #ai #artificialintelligence #design\nhttps:\/\/t.co\/Q6ri\u2026,""source"""	pdeppisch	dxlabdesign:																																																																																																																																																						
Sun Feb 18 19:18:17 +0000 2018	"RT @chboursin: How Artificial Intelligence Will Transform Universities\n\nhttps:\/\/t.co\/ImjwbvLhJK   [via @wef @ipfconline1 ]\n#AI #Research #E\u2026,""source"""	david_w_mayer	chboursin:																																																																																																																																																						
Sun Feb 18 19:18:19 +0000 2018	"RT @Ronald_vanLoon: #AI-Powered #Robot for future Mars Exploration\nvia @MikeQuindazzi\n\n#ArtificialIntelligence #InternetofThings #BigData #\u2026,""source"""	uncivsheep	Ronald_vanLoon:																																																																																																																																																						
Sun Feb 18 19:18:21 +0000 2018	"RT @PBalakrishnaRao: 8 Benefits of IOT &amp; Human-Machine collaboration  [#infographic]\n\n#IoT #IIoT #BigData #AI #ML #Industry40 #MachineLearn\u2026,""source"""	BereanoPartners	PBalakrishnaRao:																																																																																																																																																						
Sun Feb 18 19:18:21 +0000 2018	"StarGAN: Unified Generative Adversarial Networks for Multi-Domain Image-to-Image Translation\n\n\ud83d\udc49StarGAN can perform\u2026 https:\/\/t.co\/mbiu9lCqVA,""display_text_range"""	Nirav Patel \ud83d\udd0d	#VALUE!																																																																																																																																																						
Sun Feb 18 19:18:24 +0000 2018	"RT @AitheonOfficial: Andrew and Ryan photoed with @SebastianThrun, founder of Udacity and renowned for his contributions to the innovation\u2026,""source"""	MikelWebDev	AitheonOfficial:																																																																																																																																																						
Sun Feb 18 19:18:24 +0000 2018	"RT @ipfconline1: StarGAN: Unified Generative Adversarial Networks for Multi-Domain Image-to-Image Translation\n\n\ud83d\udc49StarGAN can perform image-t\u2026,""source"""	JohnSnowai	ipfconline1:																																																																																																																																																						
Sun Feb 18 19:18:25 +0000 2018	"RT @ipfconline1: What's \Artificial Intelligence #Marketing\"" + Benefits\n\nhttps"	Ozan Can\u2122 \u303d\ufe0fAIDesign	ipfconline1:																																																																																																																																																						
Sun Feb 18 19:18:25 +0000 2018	"The latest The HealthcarePMP Daily! https:\/\/t.co\/xJewTKTMhB Thanks to @TerryFairbanks @histalk @CIOSHAFIQ #himss18 #ai,""source"""	HealthcarePMP	#VALUE!																																																																																																																																																						
Sun Feb 18 19:18:26 +0000 2018	"RT @ipfconline1: What's \Artificial Intelligence #Marketing\"" + Benefits\n\nhttps"	Fernando Cuenca	ipfconline1:																																																																																																																																																						
Sun Feb 18 19:18:30 +0000 2018	"Fascinating to see how #AI can help identify early signs of sheep in pain. #farming #innovation. Great piece by\u2026 https:\/\/t.co\/Ng3iFc0e60,""display_text_range"""	Integral IT	#VALUE!																																																																																																																																																						
Sun Feb 18 19:18:30 +0000 2018	"Types of #AI\n#BigData #DataScience #MachineLearning #DeepLearning #ArtificialIntelligence #InternetOfThings\u2026 https:\/\/t.co\/G907bD929B,""display_text_range"""	JL Mic\u00f3	#VALUE!																																																																																																																																																						
Sun Feb 18 19:18:32 +0000 2018	"RT @dwnews: The artificial intelligence \arms race\"" between China and the US could turn into \""a new Cold War,\"" @ianbremmer told us at #MSC2\u2026"",""source"""	MariaTzounakis	dwnews:																																																																																																																																																						
Sun Feb 18 19:18:32 +0000 2018	"RT @Ronald_vanLoon: The Five Stages Of Tech Disruption\nby @johnstraw @DisruptionHub |\n\nhttps:\/\/t.co\/UJGxw6MD9k\n\n#IoT #InternetofThings #AI\u2026,""source"""	Calcaware	Ronald_vanLoon:																																																																																																																																																						
Sun Feb 18 19:18:33 +0000 2018	"RT @ipfconline1: StarGAN: Unified Generative Adversarial Networks for Multi-Domain Image-to-Image Translation\n\n\ud83d\udc49StarGAN can perform image-t\u2026,""source"""	EnaPsychic	ipfconline1:																																																																																																																																																						
Sun Feb 18 19:18:37 +0000 2018	"RT @antgrasso: The Future of #Insurance - A Survey of Insurance Professionals. @piktochart v\/ @ipfconline1 #IoT #Wearables #BigData #AI #An\u2026,""source"""	TizianaMontani1	antgrasso:																																																																																																																																																						
Sun Feb 18 19:18:38 +0000 2018	"RT @antgrasso: The Future of #Insurance - A Survey of Insurance Professionals. @piktochart v\/ @ipfconline1 #IoT #Wearables #BigData #AI #An\u2026,""source"""	fernandocuenca	antgrasso:																																																																																																																																																						
Sun Feb 18 19:18:38 +0000 2018	"RT @skychainglobal: Today we have finally finished the #registration of a legal entity in #Estonia! #skychainglobal #skychainico #ico #skyc\u2026,""source"""	Klaud_07	skychainglobal:																																																																																																																																																						
Sun Feb 18 19:18:40 +0000 2018	"RT @MikeQuindazzi: The Segway #autonomous security #robots aim to make #retail shopping safer. (#ai #robotics #drones #iot #digital) https:\u2026,""source"""	EdwinRasche	MikeQuindazzi:																																																																																																																																																						
Sun Feb 18 19:18:41 +0000 2018	"RT @KenYSEF: #ChatBoTsForBusiness: Learn The Essentials To Launch A #ChatBoT For Your #Business Professionally In 2018. Courtesy Of @MKTGIn\u2026,""source"""	NoteworthyWifey	KenYSEF:																																																																																																																																																						
Sun Feb 18 19:18:50 +0000 2018	"RT @Ronald_vanLoon: Create #3D Masterpieces in #VR using Blocks\nvia @jblefevre60 |\n\n#VirtualReality #AI #ArtificialIntelligence #IoT #Inter\u2026,""source"""	DuflotValeria	Ronald_vanLoon:																																																																																																																																																						
Sun Feb 18 19:18:54 +0000 2018	"RT @xfxie: #BigData and Employment #DecisionMaking: How #Analytics Can Add Value https:\/\/t.co\/74gNYffG1w #DataAnalytics #DataScience #AI #H\u2026,""source"""	AdaptiveToolbox	xfxie:																																																																																																																																																						
Sun Feb 18 19:18:55 +0000 2018	"CTEChain Airdrop \ud83c\udf81 6.66\nLink ; https:\/\/t.co\/up6oFzramr\n#AI #ecommerce #crypto #news #live #Airdrop #free #altcoins\u2026 https:\/\/t.co\/0xJWI8ACRl,""display_text_range"""	Gabriel Maltais	#VALUE!																																																																																																																																																						
Sun Feb 18 19:19:01 +0000 2018	"RT @DeutscheBankAG: Dank k\u00fcnstlicher Intelligenz wird die Zukunft der Medizin viel menschlicher, weil sich \u00c4rzte und Patienten auf das konz\u2026,""source"""	ChrisXtg	DeutscheBankAG:																																																																																																																																																						
Sun Feb 18 19:19:01 +0000 2018	"The latest Gaste Twitter!! https:\/\/t.co\/RvBfBiK5MX Thanks to @goyucel @nevsinmengu @YourAnonGlobal #ai #watsonmarketing,""source"""	rmncr	#VALUE!																																																																																																																																																						
Sun Feb 18 19:19:01 +0000 2018	"RT @rmncr: The latest Gaste Twitter!! https:\/\/t.co\/RvBfBiK5MX Thanks to @goyucel @nevsinmengu @YourAnonGlobal #ai #watsonmarketing,""source"""	flavien_perier	rmncr:																																																																																																																																																						
Sun Feb 18 19:19:08 +0000 2018	"RT @dinisguarda: This is the most precious thing about the future of humanity\n#healthcare #medical human #data\nThe only solution is to use\u2026,""source"""	HedgeThink	dinisguarda:																																																																																																																																																						
Sun Feb 18 19:19:12 +0000 2018	"At Disney on Ice's 'Dare to Dream,' girls rule - The Boston Globe https:\/\/t.co\/IldyXCrZSt #Dream #AI,""source"""	BotDotSleep	#VALUE!																																																																																																																																																						
Sun Feb 18 19:19:12 +0000 2018	"Self-Driving SUBMARINES to Spark 'Counter-Terror Arms Race' - https:\/\/t.co\/en2QpD8qWc | #AI #ArtificialIntelligence\u2026 https:\/\/t.co\/uPoskgMRFe,""source"""	NullByter	#VALUE!																																																																																																																																																						
Sun Feb 18 19:19:12 +0000 2018	"RT @MikeQuindazzi: Impact of #selfdrivingcars? Much like the #smartphone, these #connectedcars will add billions of hours #media screen tim\u2026,""source"""	Jaguilam2003	MikeQuindazzi:																																																																																																																																																						
Sun Feb 18 19:19:15 +0000 2018	"Fake news is an existential crisis for social media\u00a0 https:\/\/t.co\/mt3nNPbGAi #ai #bigdata #cloud #tech #technology https:\/\/t.co\/Osn25n9g5k,""display_text_range"""	Stanislav Sokolov	#VALUE!																																																																																																																																																						
Sun Feb 18 19:19:17 +0000 2018	"RT @JimMarous: Market Overview: Interest in AI Exploding.\n\nhttps:\/\/t.co\/cga7HGOqMZ\n\n#AI #MachineLearning #BigData #TechTrends \n@DeepLearn00\u2026,""source"""	dig8ital1	JimMarous:																																																																																																																																																						
Sun Feb 18 19:19:18 +0000 2018	"RT @JimMarous: Market Overview: Interest in AI Exploding.\n\nhttps:\/\/t.co\/cga7HGOqMZ\n\n#AI #MachineLearning #BigData #TechTrends \n@DeepLearn00\u2026,""source"""	fernandocuenca	JimMarous:																																																																																																																																																						
Sun Feb 18 19:19:19 +0000 2018	"RT @Collab_Int: Bill Gates: \u2018#AI can be our friend\u2019 https:\/\/t.co\/1iKcCl9tdb,""source"""	rahulbarooah	Collab_Int:																																																																																																																																																						
Sun Feb 18 19:19:22 +0000 2018	"To sleep, perchance to forget - Science Daily https:\/\/t.co\/EHulBWySM8 #Sleep #AI,""source"""	BotDotSleep	#VALUE!																																																																																																																																																						
Sun Feb 18 19:19:26 +0000 2018	"RT @IainLJBrown: The #AppleWatch can detect diabetes with an 85% accuracy, Cardiogram study says #ai #AI #MachineLearning #ML #Robotics #Ro\u2026,""source"""	Sandra2Scarlett	IainLJBrown:																																																																																																																																																						
Sun Feb 18 19:19:26 +0000 2018	"RT @JimMarous: Banking\u2019s Strategic Roadmap: Priorities and Investments for The Year Ahead\n\nhttps:\/\/t.co\/QRidbpIAjS\n\n#banking #fintech #AI #\u2026,""source"""	yediRaki	JimMarous:																																																																																																																																																						
Sun Feb 18 19:19:29 +0000 2018	"RT @Crypticsup: Bitcoin Doomed to Plunge to $900\n\nhttps:\/\/t.co\/Nz3rIQikBj\n\n#Blockchain #AI #Cryptics #ICO #Crowdsale #Bitcoin #Token #Token\u2026,""source"""	hakoliacf	Crypticsup:																																																																																																																																																						
Sun Feb 18 19:19:29 +0000 2018	"The case of \retrospective rationalization\""--between #humans and #AI.\n.\n.\n#MachineLearning #theeconomist #editorial\u2026 https"	"Maja Zecevic, PhD"	#VALUE!																																																																																																																																																						
Sun Feb 18 19:19:34 +0000 2018	"RT @jlmico: Types of #AI\n#BigData #DataScience #MachineLearning #DeepLearning #ArtificialIntelligence #InternetOfThings #Industry40 https:\/\u2026,""source"""	bdt_systems	jlmico:																																																																																																																																																						
Sun Feb 18 19:19:35 +0000 2018	"gerald_bader : Fake news is an existential crisis for social media\u00a0 via Natasha Lomas https:\/\/t.co\/ySRawdp7jV\u2026 https:\/\/t.co\/DEsXUvG2N5,""display_text_range"""	SelfDriving car	#VALUE!																																																																																																																																																						
Sun Feb 18 19:19:37 +0000 2018	"RT @Socialfave_ESP: The 5 key pillars to succeed on #Twitter and on #SocialMedia in general.\nhttps:\/\/t.co\/2IdfkQhKjE Cc @Socialfave\n#Infogr\u2026,""source"""	Go0o_Hard	Socialfave_ESP:																																																																																																																																																						
Sun Feb 18 19:19:38 +0000 2018	"#ArtificialIntelligence: 3 common #AI Myths vs Facts! #PwC Hashtags #MachineLearning #DeepLearing #Robotics #NLP #DataScience #BigData,""source"""	joseoyarce	#VALUE!																																																																																																																																																						
Sun Feb 18 19:19:38 +0000 2018	"RT @DeepLearn007: Excellent Article: How Spotify uses Big Data &amp; AI to pick your next song\n#AI #MachineLearning #DeepLearning #BigData #ML\u2026,""source"""	JLDERCLE	DeepLearn007:																																																																																																																																																						
Sun Feb 18 19:19:47 +0000 2018	"RT @Ronald_vanLoon: Create #3D Masterpieces in #VR using Blocks\nvia @jblefevre60 |\n\n#VirtualReality #AI #ArtificialIntelligence #IoT #Inter\u2026,""source"""	yediRaki	Ronald_vanLoon:																																																																																																																																																						
Sun Feb 18 19:19:48 +0000 2018	"RT @ollorinko: Fake news is an existential crisis for social media\u00a0 https:\/\/t.co\/mt3nNPbGAi #ai #bigdata #cloud #tech #technology https:\/\/t\u2026,""source"""	NewsFeedDE	ollorinko:																																																																																																																																																						
Sun Feb 18 19:19:52 +0000 2018	"RT @yourlifeai: 3 ways to use #AI to augment your #employees. Hint: #collaboration is key. https:\/\/t.co\/uj9I21EmZ8 https:\/\/t.co\/jBH3YZjy2v,""source"""	NeuromemAi	yourlifeai:																																																																																																																																																						
Sun Feb 18 19:19:55 +0000 2018	"RT @contextere: Best Technology Articles You Should Read #AI #IoT #FutureOfWork https:\/\/t.co\/Kf3DKNllGj by @BenKerschberg @Forbes,""source"""	mysecretteam	contextere:																																																																																																																																																						
Sun Feb 18 19:19:57 +0000 2018	"RT @dinisguarda: thank you so much! have a great day! https:\/\/t.co\/TfmLhs3Dl2,""source"""	HedgeThink	dinisguarda:																																																																																																																																																						
Sun Feb 18 19:19:59 +0000 2018	"RT @HaroldSinnott: Concept #drones makes a splash! @RutgersU develops Naviator #drone that flies and swims! Aims to help the @USNavy find u\u2026,""source"""	BorissDoza	HaroldSinnott:																																																																																																																																																						
Sun Feb 18 19:20:01 +0000 2018	"How #ArtificialIntelligence Can Transform the Digital Out-of-Home Marketplace https:\/\/t.co\/vUhV0uzvfP #AI #DigitalMarketing,""source"""	macronimous	#VALUE!																																																																																																																																																						
Sun Feb 18 19:20:03 +0000 2018	"As the #compliance burden grows, how is #AI helping organizations manage #bigdata and to #FightFinancialCrime?\u2026 https:\/\/t.co\/HFnOvcFrDf,""display_text_range"""	NicolaDeCristofaro\u26a1\ufe0f	#VALUE!																																																																																																																																																						
Sun Feb 18 19:20:05 +0000 2018	"Can #AI Be Trusted With Life-And-Death Decisions? https:\/\/t.co\/vwpYisj0ax,""source"""	SmarterMSP	#VALUE!																																																																																																																																																						
Sun Feb 18 19:20:06 +0000 2018	"RT @Ronald_vanLoon: #Robots could soon be making your salad \nvia @mashable |\n\n#Robotics #Technology #FoodTech #Fintech #IoT #InternetOfThin\u2026,""source"""	AltmanYoutub	Ronald_vanLoon:																																																																																																																																																						
Sun Feb 18 19:20:01 +0000 2018	"RT @IainLJBrown: Make \u2018Artificial Intelligence\u2019 work for India: PM Narendra Modi https:\/\/t.co\/3RMHYGbE1P #MachineLearning #AI #ML #Robotics\u2026,""source"""	EdgarTodd10	IainLJBrown:																																																																																																																																																						
Sun Feb 18 19:20:08 +0000 2018	"Mind-reading AI can see what you're thinking - and draw a picture of it https:\/\/t.co\/rsJaowv72a best not be thinkin\u2026 https:\/\/t.co\/RLAAq8QJXS,""display_text_range"""	DisruptionbyDesign	#VALUE!																																																																																																																																																						
Sun Feb 18 19:20:09 +0000 2018	"\The thing about #AI is that you just need to start doing it.\"" 4 tips from @jeggers on using artificial intelligenc\u2026 https"	O'Reilly Strata	#VALUE!																																																																																																																																																						
Sun Feb 18 19:20:10 +0000 2018	"RT @strataconf: \The thing about #AI is that you just need to start doing it.\"" 4 tips from @jeggers on using artificial intelligence as a t\u2026"",""source"""	flavien_perier	strataconf:																																																																																																																																																						
